        Frequency / GHz                S2,1/abs,dB
                 11.6524                      -61.505556
                 11.6536                      -61.499218
                 11.6548                      -61.492869
                  11.656                      -61.486508
                 11.6572                      -61.480137
                 11.6584                      -61.473754
                 11.6596                       -61.46736
                 11.6608                      -61.460955
                  11.662                       -61.45454
                 11.6632                      -61.448113
                 11.6644                      -61.441675
                 11.6656                      -61.435225
                 11.6668                      -61.428765
                  11.668                      -61.422294
                 11.6692                      -61.415812
                 11.6704                      -61.409318
                 11.6716                      -61.402814
                 11.6728                      -61.396298
                  11.674                      -61.389771
                 11.6752                      -61.383234
                 11.6764                      -61.376685
                 11.6776                      -61.370125
                 11.6788                      -61.363554
                   11.68                      -61.356972
                 11.6812                      -61.350379
                 11.6824                      -61.343775
                 11.6836                       -61.33716
                 11.6848                      -61.330533
                  11.686                      -61.323896
                 11.6872                      -61.317247
                 11.6884                      -61.310588
                 11.6896                      -61.303917
                 11.6908                      -61.297235
                  11.692                      -61.290543
                 11.6932                      -61.283839
                 11.6944                      -61.277124
                 11.6956                      -61.270398
                 11.6968                      -61.263661
                  11.698                      -61.256912
                 11.6992                      -61.250153
                 11.7004                      -61.243383
                 11.7016                      -61.236602
                 11.7028                      -61.229809
                  11.704                      -61.223005
                 11.7052                      -61.216191
                 11.7064                      -61.209365
                 11.7076                      -61.202528
                 11.7088                      -61.195681
                   11.71                      -61.188822
                 11.7112                      -61.181952
                 11.7124                       -61.17507
                 11.7136                      -61.168178
                 11.7148                      -61.161275
                  11.716                      -61.154361
                 11.7172                      -61.147435
                 11.7184                      -61.140499
                 11.7196                      -61.133551
                 11.7208                      -61.126592
                  11.722                      -61.119623
                 11.7232                      -61.112642
                 11.7244                       -61.10565
                 11.7256                      -61.098647
                 11.7268                      -61.091633
                  11.728                      -61.084608
                 11.7292                      -61.077571
                 11.7304                      -61.070524
                 11.7316                      -61.063466
                 11.7328                      -61.056396
                  11.734                      -61.049315
                 11.7352                      -61.042224
                 11.7364                      -61.035121
                 11.7376                      -61.028007
                 11.7388                      -61.020882
                   11.74                      -61.013746
                 11.7412                      -61.006599
                 11.7424                       -60.99944
                 11.7436                      -60.992271
                 11.7448                       -60.98509
                  11.746                      -60.977899
                 11.7472                      -60.970696
                 11.7484                      -60.963482
                 11.7496                      -60.956258
                 11.7508                      -60.949022
                  11.752                      -60.941775
                 11.7532                      -60.934516
                 11.7544                      -60.927247
                 11.7556                      -60.919967
                 11.7568                      -60.912675
                  11.758                      -60.905373
                 11.7592                      -60.898059
                 11.7604                      -60.890734
                 11.7616                      -60.883398
                 11.7628                      -60.876051
                  11.764                      -60.868693
                 11.7652                      -60.861324
                 11.7664                      -60.853943
                 11.7676                      -60.846552
                 11.7688                      -60.839149
                   11.77                      -60.831735
                 11.7712                       -60.82431
                 11.7724                      -60.816874
                 11.7736                      -60.809427
                 11.7748                      -60.801969
                  11.776                        -60.7945
                 11.7772                      -60.787019
                 11.7784                      -60.779527
                 11.7796                      -60.772025
                 11.7808                      -60.764511
                  11.782                      -60.756986
                 11.7832                       -60.74945
                 11.7844                      -60.741902
                 11.7856                      -60.734344
                 11.7868                      -60.726774
                  11.788                      -60.719193
                 11.7892                      -60.711602
                 11.7904                      -60.703999
                 11.7916                      -60.696384
                 11.7928                      -60.688759
                  11.794                      -60.681123
                 11.7952                      -60.673475
                 11.7964                      -60.665816
                 11.7976                      -60.658146
                 11.7988                      -60.650465
                    11.8                      -60.642773
                 11.8012                       -60.63507
                 11.8024                      -60.627355
                 11.8036                      -60.619629
                 11.8048                      -60.611892
                  11.806                      -60.604144
                 11.8072                      -60.596385
                 11.8084                      -60.588615
                 11.8096                      -60.580833
                 11.8108                       -60.57304
                  11.812                      -60.565237
                 11.8132                      -60.557421
                 11.8144                      -60.549595
                 11.8156                      -60.541758
                 11.8168                      -60.533909
                  11.818                      -60.526049
                 11.8192                      -60.518178
                 11.8204                      -60.510296
                 11.8216                      -60.502403
                 11.8228                      -60.494498
                  11.824                      -60.486582
                 11.8252                      -60.478655
                 11.8264                      -60.470717
                 11.8276                      -60.462768
                 11.8288                      -60.454807
                   11.83                      -60.446835
                 11.8312                      -60.438852
                 11.8324                      -60.430858
                 11.8336                      -60.422853
                 11.8348                      -60.414836
                  11.836                      -60.406808
                 11.8372                      -60.398769
                 11.8384                      -60.390719
                 11.8396                      -60.382657
                 11.8408                      -60.374584
                  11.842                        -60.3665
                 11.8432                      -60.358405
                 11.8444                      -60.350299
                 11.8456                      -60.342181
                 11.8468                      -60.334052
                  11.848                      -60.325912
                 11.8492                       -60.31776
                 11.8504                      -60.309598
                 11.8516                      -60.301424
                 11.8528                      -60.293238
                  11.854                      -60.285042
                 11.8552                      -60.276834
                 11.8564                      -60.268615
                 11.8576                      -60.260385
                 11.8588                      -60.252144
                   11.86                      -60.243891
                 11.8612                      -60.235627
                 11.8624                      -60.227351
                 11.8636                      -60.219065
                 11.8648                      -60.210767
                  11.866                      -60.202458
                 11.8672                      -60.194137
                 11.8684                      -60.185806
                 11.8696                      -60.177463
                 11.8708                      -60.169108
                  11.872                      -60.160743
                 11.8732                      -60.152366
                 11.8744                      -60.143977
                 11.8756                      -60.135578
                 11.8768                      -60.127167
                  11.878                      -60.118745
                 11.8792                      -60.110311
                 11.8804                      -60.101867
                 11.8816                      -60.093411
                 11.8828                      -60.084943
                  11.884                      -60.076464
                 11.8852                      -60.067974
                 11.8864                      -60.059473
                 11.8876                       -60.05096
                 11.8888                      -60.042436
                   11.89                      -60.033901
                 11.8912                      -60.025354
                 11.8924                      -60.016796
                 11.8936                      -60.008226
                 11.8948                      -59.999645
                  11.896                      -59.991053
                 11.8972                       -59.98245
                 11.8984                      -59.973835
                 11.8996                      -59.965208
                 11.9008                      -59.956571
                  11.902                      -59.947922
                 11.9032                      -59.939261
                 11.9044                      -59.930589
                 11.9056                      -59.921906
                 11.9068                      -59.913212
                  11.908                      -59.904506
                 11.9092                      -59.895788
                 11.9104                       -59.88706
                 11.9116                      -59.878319
                 11.9128                      -59.869568
                  11.914                      -59.860805
                 11.9152                       -59.85203
                 11.9164                      -59.843245
                 11.9176                      -59.834447
                 11.9188                      -59.825639
                   11.92                      -59.816819
                 11.9212                      -59.807987
                 11.9224                      -59.799144
                 11.9236                       -59.79029
                 11.9248                      -59.781424
                  11.926                      -59.772546
                 11.9272                      -59.763658
                 11.9284                      -59.754758
                 11.9296                      -59.745846
                 11.9308                      -59.736923
                  11.932                      -59.727988
                 11.9332                      -59.719042
                 11.9344                      -59.710084
                 11.9356                      -59.701115
                 11.9368                      -59.692135
                  11.938                      -59.683143
                 11.9392                      -59.674139
                 11.9404                      -59.665124
                 11.9416                      -59.656098
                 11.9428                       -59.64706
                  11.944                      -59.638011
                 11.9452                       -59.62895
                 11.9464                      -59.619877
                 11.9476                      -59.610793
                 11.9488                      -59.601697
                   11.95                       -59.59259
                 11.9512                      -59.583472
                 11.9524                      -59.574342
                 11.9536                        -59.5652
                 11.9548                      -59.556047
                  11.956                      -59.546882
                 11.9572                      -59.537705
                 11.9584                      -59.528518
                 11.9596                      -59.519318
                 11.9608                      -59.510107
                  11.962                      -59.500884
                 11.9632                       -59.49165
                 11.9644                      -59.482404
                 11.9656                      -59.473147
                 11.9668                      -59.463878
                  11.968                      -59.454598
                 11.9692                      -59.445305
                 11.9704                      -59.436002
                 11.9716                      -59.426686
                 11.9728                      -59.417359
                  11.974                      -59.408021
                 11.9752                      -59.398671
                 11.9764                      -59.389309
                 11.9776                      -59.379935
                 11.9788                       -59.37055
                   11.98                      -59.361154
                 11.9812                      -59.351745
                 11.9824                      -59.342325
                 11.9836                      -59.332893
                 11.9848                       -59.32345
                  11.986                      -59.313995
                 11.9872                      -59.304528
                 11.9884                       -59.29505
                 11.9896                       -59.28556
                 11.9908                      -59.276058
                  11.992                      -59.266545
                 11.9932                       -59.25702
                 11.9944                      -59.247483
                 11.9956                      -59.237935
                 11.9968                      -59.228374
                  11.998                      -59.218802
                 11.9992                      -59.209219
                 12.0004                      -59.199623
                 12.0016                      -59.190016
                 12.0028                      -59.180397
                  12.004                      -59.170767
                 12.0052                      -59.161125
                 12.0064                       -59.15147
                 12.0076                      -59.141805
                 12.0088                      -59.132127
                   12.01                      -59.122438
                 12.0112                      -59.112737
                 12.0124                      -59.103024
                 12.0136                      -59.093299
                 12.0148                      -59.083562
                  12.016                      -59.073814
                 12.0172                      -59.064054
                 12.0184                      -59.054282
                 12.0196                      -59.044498
                 12.0208                      -59.034703
                  12.022                      -59.024896
                 12.0232                      -59.015076
                 12.0244                      -59.005245
                 12.0256                      -58.995403
                 12.0268                      -58.985548
                  12.028                      -58.975681
                 12.0292                      -58.965803
                 12.0304                      -58.955913
                 12.0316                      -58.946011
                 12.0328                      -58.936097
                  12.034                      -58.926171
                 12.0352                      -58.916233
                 12.0364                      -58.906283
                 12.0376                      -58.896322
                 12.0388                      -58.886348
                   12.04                      -58.876363
                 12.0412                      -58.866366
                 12.0424                      -58.856357
                 12.0436                      -58.846336
                 12.0448                      -58.836303
                  12.046                      -58.826258
                 12.0472                      -58.816201
                 12.0484                      -58.806132
                 12.0496                      -58.796051
                 12.0508                      -58.785958
                  12.052                      -58.775853
                 12.0532                      -58.765737
                 12.0544                      -58.755608
                 12.0556                      -58.745467
                 12.0568                      -58.735315
                  12.058                       -58.72515
                 12.0592                      -58.714973
                 12.0604                      -58.704784
                 12.0616                      -58.694584
                 12.0628                      -58.684371
                  12.064                      -58.674146
                 12.0652                      -58.663909
                 12.0664                       -58.65366
                 12.0676                        -58.6434
                 12.0688                      -58.633127
                   12.07                      -58.622842
                 12.0712                      -58.612544
                 12.0724                      -58.602235
                 12.0736                      -58.591914
                 12.0748                      -58.581581
                  12.076                      -58.571235
                 12.0772                      -58.560878
                 12.0784                      -58.550508
                 12.0796                      -58.540126
                 12.0808                      -58.529732
                  12.082                      -58.519326
                 12.0832                      -58.508908
                 12.0844                      -58.498478
                 12.0856                      -58.488035
                 12.0868                       -58.47758
                  12.088                      -58.467114
                 12.0892                      -58.456635
                 12.0904                      -58.446143
                 12.0916                       -58.43564
                 12.0928                      -58.425125
                  12.094                      -58.414597
                 12.0952                      -58.404057
                 12.0964                      -58.393505
                 12.0976                       -58.38294
                 12.0988                      -58.372364
                    12.1                      -58.361775
                 12.1012                      -58.351174
                 12.1024                       -58.34056
                 12.1036                      -58.329935
                 12.1048                      -58.319297
                  12.106                      -58.308647
                 12.1072                      -58.297984
                 12.1084                       -58.28731
                 12.1096                      -58.276623
                 12.1108                      -58.265923
                  12.112                      -58.255212
                 12.1132                      -58.244488
                 12.1144                      -58.233752
                 12.1156                      -58.223003
                 12.1168                      -58.212242
                  12.118                      -58.201469
                 12.1192                      -58.190683
                 12.1204                      -58.179885
                 12.1216                      -58.169075
                 12.1228                      -58.158252
                  12.124                      -58.147417
                 12.1252                      -58.136569
                 12.1264                      -58.125709
                 12.1276                      -58.114837
                 12.1288                      -58.103952
                   12.13                      -58.093055
                 12.1312                      -58.082146
                 12.1324                      -58.071224
                 12.1336                      -58.060289
                 12.1348                      -58.049342
                  12.136                      -58.038383
                 12.1372                      -58.027411
                 12.1384                      -58.016426
                 12.1396                       -58.00543
                 12.1408                       -57.99442
                  12.142                      -57.983398
                 12.1432                      -57.972364
                 12.1444                      -57.961317
                 12.1456                      -57.950258
                 12.1468                      -57.939186
                  12.148                      -57.928101
                 12.1492                      -57.917004
                 12.1504                      -57.905894
                 12.1516                      -57.894772
                 12.1528                      -57.883637
                  12.154                       -57.87249
                 12.1552                       -57.86133
                 12.1564                      -57.850157
                 12.1576                      -57.838972
                 12.1588                      -57.827774
                   12.16                      -57.816564
                 12.1612                      -57.805341
                 12.1624                      -57.794105
                 12.1636                      -57.782857
                 12.1648                      -57.771596
                  12.166                      -57.760322
                 12.1672                      -57.749035
                 12.1684                      -57.737736
                 12.1696                      -57.726425
                 12.1708                        -57.7151
                  12.172                      -57.703763
                 12.1732                      -57.692413
                 12.1744                       -57.68105
                 12.1756                      -57.669675
                 12.1768                      -57.658286
                  12.178                      -57.646885
                 12.1792                      -57.635472
                 12.1804                      -57.624045
                 12.1816                      -57.612606
                 12.1828                      -57.601154
                  12.184                      -57.589689
                 12.1852                      -57.578211
                 12.1864                       -57.56672
                 12.1876                      -57.555217
                 12.1888                      -57.543701
                   12.19                      -57.532171
                 12.1912                      -57.520629
                 12.1924                      -57.509075
                 12.1936                      -57.497507
                 12.1948                      -57.485926
                  12.196                      -57.474333
                 12.1972                      -57.462726
                 12.1984                      -57.451107
                 12.1996                      -57.439474
                 12.2008                      -57.427829
                  12.202                      -57.416171
                 12.2032                        -57.4045
                 12.2044                      -57.392816
                 12.2056                      -57.381118
                 12.2068                      -57.369408
                  12.208                      -57.357685
                 12.2092                      -57.345949
                 12.2104                        -57.3342
                 12.2116                      -57.322438
                 12.2128                      -57.310662
                  12.214                      -57.298874
                 12.2152                      -57.287073
                 12.2164                      -57.275258
                 12.2176                      -57.263431
                 12.2188                       -57.25159
                   12.22                      -57.239736
                 12.2212                      -57.227869
                 12.2224                       -57.21599
                 12.2236                      -57.204096
                 12.2248                       -57.19219
                  12.226                      -57.180271
                 12.2272                      -57.168338
                 12.2284                      -57.156393
                 12.2296                      -57.144434
                 12.2308                      -57.132462
                  12.232                      -57.120476
                 12.2332                      -57.108478
                 12.2344                      -57.096466
                 12.2356                      -57.084441
                 12.2368                      -57.072403
                  12.238                      -57.060351
                 12.2392                      -57.048286
                 12.2404                      -57.036208
                 12.2416                      -57.024117
                 12.2428                      -57.012012
                  12.244                      -56.999894
                 12.2452                      -56.987763
                 12.2464                      -56.975618
                 12.2476                       -56.96346
                 12.2488                      -56.951289
                   12.25                      -56.939104
                 12.2512                      -56.926906
                 12.2524                      -56.914695
                 12.2536                       -56.90247
                 12.2548                      -56.890232
                  12.256                       -56.87798
                 12.2572                      -56.865715
                 12.2584                      -56.853436
                 12.2596                      -56.841144
                 12.2608                      -56.828838
                  12.262                      -56.816519
                 12.2632                      -56.804187
                 12.2644                      -56.791841
                 12.2656                      -56.779481
                 12.2668                      -56.767108
                  12.268                      -56.754722
                 12.2692                      -56.742321
                 12.2704                      -56.729908
                 12.2716                       -56.71748
                 12.2728                      -56.705039
                  12.274                      -56.692585
                 12.2752                      -56.680117
                 12.2764                      -56.667635
                 12.2776                       -56.65514
                 12.2788                      -56.642631
                   12.28                      -56.630108
                 12.2812                      -56.617572
                 12.2824                      -56.605022
                 12.2836                      -56.592458
                 12.2848                       -56.57988
                  12.286                      -56.567289
                 12.2872                      -56.554684
                 12.2884                      -56.542066
                 12.2896                      -56.529433
                 12.2908                      -56.516787
                  12.292                      -56.504127
                 12.2932                      -56.491453
                 12.2944                      -56.478766
                 12.2956                      -56.466065
                 12.2968                      -56.453349
                  12.298                       -56.44062
                 12.2992                      -56.427877
                 12.3004                      -56.415121
                 12.3016                       -56.40235
                 12.3028                      -56.389565
                  12.304                      -56.376767
                 12.3052                      -56.363954
                 12.3064                      -56.351128
                 12.3076                      -56.338288
                 12.3088                      -56.325434
                   12.31                      -56.312565
                 12.3112                      -56.299683
                 12.3124                      -56.286787
                 12.3136                      -56.273877
                 12.3148                      -56.260952
                  12.316                      -56.248014
                 12.3172                      -56.235062
                 12.3184                      -56.222095
                 12.3196                      -56.209115
                 12.3208                       -56.19612
                  12.322                      -56.183112
                 12.3232                      -56.170089
                 12.3244                      -56.157052
                 12.3256                      -56.144001
                 12.3268                      -56.130935
                  12.328                      -56.117856
                 12.3292                      -56.104762
                 12.3304                      -56.091654
                 12.3316                      -56.078532
                 12.3328                      -56.065396
                  12.334                      -56.052246
                 12.3352                      -56.039081
                 12.3364                      -56.025902
                 12.3376                      -56.012708
                 12.3388                      -55.999501
                   12.34                      -55.986279
                 12.3412                      -55.973042
                 12.3424                      -55.959792
                 12.3436                      -55.946527
                 12.3448                      -55.933247
                  12.346                      -55.919954
                 12.3472                      -55.906645
                 12.3484                      -55.893323
                 12.3496                      -55.879986
                 12.3508                      -55.866634
                  12.352                      -55.853268
                 12.3532                      -55.839888
                 12.3544                      -55.826493
                 12.3556                      -55.813084
                 12.3568                       -55.79966
                  12.358                      -55.786221
                 12.3592                      -55.772768
                 12.3604                      -55.759301
                 12.3616                      -55.745818
                 12.3628                      -55.732322
                  12.364                       -55.71881
                 12.3652                      -55.705284
                 12.3664                      -55.691744
                 12.3676                      -55.678188
                 12.3688                      -55.664618
                   12.37                      -55.651034
                 12.3712                      -55.637434
                 12.3724                       -55.62382
                 12.3736                      -55.610191
                 12.3748                      -55.596548
                  12.376                       -55.58289
                 12.3772                      -55.569216
                 12.3784                      -55.555529
                 12.3796                      -55.541826
                 12.3808                      -55.528108
                  12.382                      -55.514376
                 12.3832                      -55.500629
                 12.3844                      -55.486867
                 12.3856                       -55.47309
                 12.3868                      -55.459298
                  12.388                      -55.445491
                 12.3892                      -55.431669
                 12.3904                      -55.417832
                 12.3916                      -55.403981
                 12.3928                      -55.390114
                  12.394                      -55.376232
                 12.3952                      -55.362335
                 12.3964                      -55.348424
                 12.3976                      -55.334497
                 12.3988                      -55.320555
                    12.4                      -55.306598
                 12.4012                      -55.292626
                 12.4024                      -55.278639
                 12.4036                      -55.264636
                 12.4048                      -55.250619
                  12.406                      -55.236586
                 12.4072                      -55.222538
                 12.4084                      -55.208475
                 12.4096                      -55.194397
                 12.4108                      -55.180303
                  12.412                      -55.166194
                 12.4132                       -55.15207
                 12.4144                      -55.137931
                 12.4156                      -55.123776
                 12.4168                      -55.109606
                  12.418                      -55.095421
                 12.4192                       -55.08122
                 12.4204                      -55.067004
                 12.4216                      -55.052772
                 12.4228                      -55.038525
                  12.424                      -55.024263
                 12.4252                      -55.009985
                 12.4264                      -54.995692
                 12.4276                      -54.981383
                 12.4288                      -54.967059
                   12.43                      -54.952719
                 12.4312                      -54.938364
                 12.4324                      -54.923993
                 12.4336                      -54.909606
                 12.4348                      -54.895204
                  12.436                      -54.880786
                 12.4372                      -54.866353
                 12.4384                      -54.851904
                 12.4396                      -54.837439
                 12.4408                      -54.822959
                  12.442                      -54.808463
                 12.4432                      -54.793951
                 12.4444                      -54.779423
                 12.4456                       -54.76488
                 12.4468                      -54.750321
                  12.448                      -54.735746
                 12.4492                      -54.721155
                 12.4504                      -54.706549
                 12.4516                      -54.691926
                 12.4528                      -54.677288
                  12.454                      -54.662634
                 12.4552                      -54.647963
                 12.4564                      -54.633277
                 12.4576                      -54.618575
                 12.4588                      -54.603857
                   12.46                      -54.589123
                 12.4612                      -54.574373
                 12.4624                      -54.559607
                 12.4636                      -54.544825
                 12.4648                      -54.530027
                  12.466                      -54.515212
                 12.4672                      -54.500382
                 12.4684                      -54.485535
                 12.4696                      -54.470672
                 12.4708                      -54.455793
                  12.472                      -54.440898
                 12.4732                      -54.425987
                 12.4744                      -54.411059
                 12.4756                      -54.396116
                 12.4768                      -54.381155
                  12.478                      -54.366179
                 12.4792                      -54.351186
                 12.4804                      -54.336177
                 12.4816                      -54.321152
                 12.4828                       -54.30611
                  12.484                      -54.291051
                 12.4852                      -54.275977
                 12.4864                      -54.260885
                 12.4876                      -54.245778
                 12.4888                      -54.230654
                   12.49                      -54.215513
                 12.4912                      -54.200356
                 12.4924                      -54.185182
                 12.4936                      -54.169992
                 12.4948                      -54.154785
                  12.496                      -54.139561
                 12.4972                      -54.124321
                 12.4984                      -54.109064
                 12.4996                      -54.093791
                 12.5008                      -54.078501
                  12.502                      -54.063194
                 12.5032                       -54.04787
                 12.5044                      -54.032529
                 12.5056                      -54.017172
                 12.5068                      -54.001798
                  12.508                      -53.986407
                 12.5092                      -53.970999
                 12.5104                      -53.955574
                 12.5116                      -53.940133
                 12.5128                      -53.924674
                  12.514                      -53.909199
                 12.5152                      -53.893706
                 12.5164                      -53.878196
                 12.5176                       -53.86267
                 12.5188                      -53.847126
                   12.52                      -53.831566
                 12.5212                      -53.815988
                 12.5224                      -53.800393
                 12.5236                      -53.784781
                 12.5248                      -53.769152
                  12.526                      -53.753505
                 12.5272                      -53.737842
                 12.5284                      -53.722161
                 12.5296                      -53.706463
                 12.5308                      -53.690747
                  12.532                      -53.675014
                 12.5332                      -53.659264
                 12.5344                      -53.643497
                 12.5356                      -53.627712
                 12.5368                       -53.61191
                  12.538                       -53.59609
                 12.5392                      -53.580253
                 12.5404                      -53.564398
                 12.5416                      -53.548526
                 12.5428                      -53.532637
                  12.544                      -53.516729
                 12.5452                      -53.500805
                 12.5464                      -53.484862
                 12.5476                      -53.468902
                 12.5488                      -53.452924
                   12.55                      -53.436929
                 12.5512                      -53.420916
                 12.5524                      -53.404885
                 12.5536                      -53.388837
                 12.5548                       -53.37277
                  12.556                      -53.356686
                 12.5572                      -53.340584
                 12.5584                      -53.324464
                 12.5596                      -53.308326
                 12.5608                       -53.29217
                  12.562                      -53.275997
                 12.5632                      -53.259805
                 12.5644                      -53.243596
                 12.5656                      -53.227368
                 12.5668                      -53.211122
                  12.568                      -53.194858
                 12.5692                      -53.178577
                 12.5704                      -53.162277
                 12.5716                      -53.145958
                 12.5728                      -53.129622
                  12.574                      -53.113267
                 12.5752                      -53.096895
                 12.5764                      -53.080504
                 12.5776                      -53.064094
                 12.5788                      -53.047666
                   12.58                       -53.03122
                 12.5812                      -53.014756
                 12.5824                      -52.998273
                 12.5836                      -52.981772
                 12.5848                      -52.965252
                  12.586                      -52.948714
                 12.5872                      -52.932157
                 12.5884                      -52.915582
                 12.5896                      -52.898988
                 12.5908                      -52.882375
                  12.592                      -52.865744
                 12.5932                      -52.849095
                 12.5944                      -52.832426
                 12.5956                      -52.815739
                 12.5968                      -52.799033
                  12.598                      -52.782308
                 12.5992                      -52.765565
